anonymous_id,BICF2G630691191,BICF2G630691207,BICF2G630691220,BICF2G630691225,BICF2G630691232,BICF2G630691235,BICF2G630691255,BICF2G630691280,BICF2G630691318,BICF2G630691338,BICF2G630691371,BICF2G630691373,BICF2G630691391,BICF2G630691407,BICF2G630691412,BICF2G630691442_dup,BICF2G630691458_dup,BICF2G630691475_dup,BICF2G630691497_dup,BICF2G630691508_dup,BICF2G630691514_dup,BICF2G630691519_dup,BICF2S22920989_dup,BICF2G630691523,BICF2G630691548,BICF2G630691563,BICF2G630691586,BICF2G630691635,BICF2G630691654,BICF2G630691658,BICF2G630691664,BICF2G630691666,BICF2G630691701,BICF2G630691707,BICF2G630691725,BICF2P253221,BICF2P499704,BICF2P54504,BICF2P54505,BICF2P660085,BICF2P844269,BICF2P919478,BICF2S23028732,chr18_44659214,chr18_44659335,chr18_44713998,chr18_44727333,chr18_44986425,chr18_44986939,chr18_44987913
4926,0.2152,-0.0407,0.0442,-0.0318,0.0395,0.1007,-0.179,0.231,0.1078,0.2336,-0.0867,0.0699,-0.0292,0.1224,-0.3043,0.0414,0.0298,0.0325,0.0318,0.044,-0.2026,-0.3673,-0.2192,0.1207,-0.1381,-0.0453,-0.2716,-0.2543,0.0898,0.1699,-0.1803,0.0582,0.3707,0.0108,0.0848,0.1074,-0.1619,0.2053,0.2044,0.1059,-0.0934,-0.2055,-0.1121,0.1081,0.063,-0.0252,-0.1648,0.0379,-0.087,0.0409
4927,0.082,-0.0796,0.1017,-0.0583,0.0234,0.1608,-0.193,0.3198,0.0979,0.1711,-0.1228,0.1135,0.075,0.0837,-0.2167,-0.0045,0.2148,-0.0211,0.1494,0.1876,-0.1034,-0.3068,-0.0342,0.1163,-0.0773,-0.0827,-0.1694,-0.2855,0.0753,-0.0682,-0.1995,-0.0336,0.2275,-0.0043,0.0802,0.0023,-0.213,0.1876,0.1653,0.1996,0.0046,-0.2318,-0.1387,0.0179,0.17,-0.1,-0.2588,0.0468,-0.0101,-0.0354
4928,0.1896,-0.0711,-0.0075,-0.0325,0.3106,0.1816,0.1461,0.4533,0.052,0.0941,-0.1224,0.0324,-0.0631,-0.0178,-0.1588,-0.023,-0.0178,0.0766,0.0921,0.1136,-0.0115,0.0925,-0.2624,0.1057,-0.0341,-0.1184,-0.129,-0.174,0.0986,0.2641,-0.04,-0.0253,0.1435,-0.0899,0.1407,-0.0488,-0.0307,0.1034,0.181,0.3313,-0.0743,0.0632,-0.175,0.2349,0.0924,0.001,-0.1675,0.0327,0.0053,0.0374
4929,0.1906,-0.0567,0.0606,-0.0194,-0.1544,0.1134,-0.2288,0.4461,0.1168,0.1127,-0.0923,0.1226,-0.1242,0.1161,-0.3387,-0.1268,-0.1255,0.2977,0.0016,-0.0199,0.0215,-0.1853,0.0243,0.0292,-0.1158,-0.0531,-0.1855,-0.185,0.1218,0.0893,-0.2347,0.0427,0.4557,-0.0707,0.0552,0.0629,-0.2997,0.0755,0.0972,0.1396,-0.0371,-0.0641,-0.1094,0.0936,0.0652,-0.0754,0.0139,0.076,-0.2797,-0.0956
4930,0.381,0.1999,0.0719,-0.1099,0.1409,0.314,-0.133,0.5348,0.2927,0.3247,-0.0864,0.5714,0.2251,0.318,-0.4284,0.2512,0.1452,0.3303,0.3296,0.3724,0.2619,-0.6805,-0.3765,0.2987,-0.5961,0.3742,0.0371,0.1337,0.0432,0.4089,0.2108,0.1186,0.0039,0.2604,0.3919,0.1546,0.6149,0.3804,0.2754,0.5618,-0.0038,-0.2438,-0.1169,0.3318,0.0807,0.2531,-0.0066,0.0922,-0.2747,0.2064
4931,0.3543,0.0664,0.117,-0.1198,0.0155,0.1403,-0.1669,0.5079,0.2379,0.2536,0.1314,0.1679,0.1022,0.1397,-0.1977,0.1846,0.3322,0.4238,0.2219,0.2697,0.2169,-0.1404,0.2055,0.1478,-0.0279,0.3052,-0.0928,-0.205,0.0549,0.1761,0.1528,0.148,0.3255,0.1617,0.0229,0.2387,0.0969,0.2166,0.1915,0.4688,-0.0011,-0.2508,0.026,0.2489,0.3095,0.0292,-0.2773,0.1248,-0.0302,0.098
4932,0.0802,-0.0174,-0.0087,-0.0379,-0.0801,-0.005,-0.0797,0.2971,0.0754,0.0737,-0.2618,0.0201,-0.2188,0.0219,-0.1736,-0.0862,-0.0057,0.0592,-0.0942,-0.0838,-0.1703,-0.2414,0.0759,-0.0558,-0.1174,-0.1646,-0.5209,-0.2413,-0.0381,-0.111,-0.159,-0.0896,0.1494,-0.0939,0.041,0.0171,-0.3769,-0.0029,0.1279,-0.0376,-0.1221,-0.0003,-0.2255,0.0895,-0.0618,-0.0191,-0.274,-0.0121,0.023,-0.0588
4933,0.0703,-0.0696,0.1198,0.0429,-0.0562,0.144,-0.0654,0.3087,-0.0695,-0.0245,-0.2676,0.1152,-0.1171,0.1186,-0.2937,-0.1177,-0.0628,0.1886,-0.0471,-0.0235,-0.2722,-0.0323,-0.1406,0.0246,-0.0685,-0.1578,-0.0857,-0.1533,0.2087,-0.3758,-0.1347,0.0156,0.3112,-0.0316,0.1332,-0.0148,-0.1104,0.035,0.094,0.0292,-0.0996,-0.148,-0.1893,0.0302,-0.1256,-0.0817,-0.2137,-0.0139,-0.1064,0.0094
4934,0.4285,-0.3752,0.133,-0.0033,-0.156,0.1902,0.0458,0.5121,0.3482,0.184,0.2205,0.3071,0.1458,0.2365,-0.1463,0.0716,0.0414,0.1894,0.2885,0.2059,-0.1334,0.1237,-0.1915,0.0696,-0.1599,-0.0697,0.2766,-0.2146,0.0709,0.2837,0.5082,0.0277,0.2708,0.1903,0.1346,0.2877,0.2959,0.0572,0.2028,0.5917,0.0584,-0.02,0.0875,0.0262,0.174,0.0703,0.0556,0.0943,-0.0404,0.0599
4935,0.0908,-0.1178,0.0779,-0.1971,-0.005,0.0975,-0.5432,0.1901,0.1923,0.0454,-0.217,0.2339,-0.2335,0.0658,-1.0514,-0.1886,-0.0255,-0.0114,0.1059,0.1879,-0.34,-0.2694,-0.1536,0.0682,-0.3297,-0.1202,-0.4249,-0.3585,0.1482,-0.3568,-0.1957,-0.0151,0.087,0.0351,0.2486,-0.1793,0.1779,0.0648,-0.0113,-0.0115,-0.1183,-0.2808,-0.0852,0.1627,-0.2191,-0.0769,0.2775,0.0385,-0.2585,0.0448
4936,0.3467,-0.0615,-0.0003,0.0196,-0.1999,-0.0244,-0.0096,0.4475,0.0659,0.1201,-0.0519,0.17,0.0565,0.1129,-0.253,0.1575,0.1609,0.3346,0.2217,0.1141,-0.0098,0.1363,0.1308,-0.0296,-0.1541,-0.0991,-0.0357,-0.0165,0.2696,0.1893,0.2791,-0.0384,0.5708,0.0068,0.0157,-0.0063,0.0473,0.0931,0.1306,0.4236,-0.0517,0.0919,-0.1724,0.0132,0.1066,0.074,0.0647,0.0628,0.0084,-0.0184
4937,0.1375,0.0033,0.0617,0.0242,0.0471,0.101,-0.0673,0.3886,0.0961,0.0856,-0.0795,0.1252,0.0177,0.0811,-0.2609,0.0253,0.1464,0.4198,0.0715,0.1273,0.0404,-0.3295,0.1224,0.052,-0.1031,-0.0393,-0.0526,-0.2925,0.0557,-0.0443,-0.0583,0.077,0.1307,-0.0507,0.046,0.0305,-0.1055,0.0837,0.1362,0.237,-0.0814,-0.1467,-0.1378,0.0329,0.161,-0.0512,-0.2082,0.0006,-0.0903,0.0244
4938,0.1252,-0.4388,0.077,-0.2579,0.1524,0.1804,-0.293,0.2222,0.1364,0.2962,0.1266,0.4557,0.0221,0.2016,-0.2005,0.0758,0.2676,-0.0537,0.1965,0.3409,0.0377,-0.2538,0.0316,0.3069,-0.2495,0.0305,-0.1851,0.0083,0.0833,-0.0247,-0.036,0.2675,-0.0275,0.2611,0.0073,0.0423,0.0395,0.1313,0.0961,0.3546,0.0382,-0.0938,-0.0664,0.2503,0.2562,0.0493,-0.0578,-0.0279,-0.2553,0.1041
4939,0.0028,-0.0783,0.1052,-0.0517,0.0754,-0.0679,-0.1046,0.1852,-0.1551,-0.0196,-0.1822,-0.0791,-0.1095,0.0968,-0.1008,-0.129,-0.0542,-0.0308,-0.0071,-0.0948,-0.1961,0.0361,-0.1646,-0.0244,-0.0242,-0.1697,0.0146,-0.1662,0.1127,-0.1462,-0.2882,-0.0969,0.1613,-0.1278,0.0634,-0.0853,-0.1212,-0.148,0.011,-0.1671,-0.0664,-0.0114,-0.2538,-0.0321,-0.0843,-0.0269,-0.2811,-0.0416,0.1154,-0.1504
4940,0.1575,0.001,0.148,-0.1273,0.1376,0.0639,0.0377,0.3134,0.0191,0.1428,-0.038,0.2205,-0.2307,0.0827,-0.0608,-0.1174,0.0046,0.026,0.044,-0.0191,0.109,-0.05,0.253,0.0881,-0.1209,-0.158,-0.3692,-0.267,0.0619,-0.0925,-0.1192,-0.0343,0.274,-0.0524,0.0881,-0.012,0.0551,0.0349,0.0701,-0.097,-0.0178,0.2001,-0.1398,0.0076,-0.1603,0.0472,-0.2619,-0.0287,0.0403,-0.11
4941,0.1485,-0.0329,0.1275,-0.0168,-0.0656,0.122,-0.1362,0.2582,0.0317,0.2113,-0.1134,0.0956,0.0652,0.1353,-0.2662,0.1053,0.1478,0.2912,0.1059,0.0846,0.0229,-0.2494,-0.0675,0.12,-0.0945,-0.0435,-0.1293,-0.1551,0.1197,-0.2033,0.1118,0.0916,0.3988,0.0453,0.1075,-0.0779,-0.0284,0.1811,0.2058,0.1636,-0.0615,-0.1504,-0.12,0.0563,0.1654,0.0112,-0.2023,0.0493,-0.1037,0.0
4942,-0.1173,-0.0353,0.0239,-0.0627,0.0483,-0.0023,0.0672,-0.1415,-0.066,0.0159,-0.127,0.0348,-0.2062,0.0159,-0.103,-0.1885,0.0123,0.1601,0.024,0.0118,-0.0912,-0.1114,0.0022,0.0064,-0.2384,-0.184,-0.3023,-0.1516,0.0962,-0.018,-0.2437,-0.0182,-0.3591,-0.0726,-0.0613,-0.0242,-0.2726,0.0364,0.0467,0.1078,-0.0861,-0.0567,-0.1589,-0.0067,0.1064,-0.104,-0.0973,-0.0344,-0.0882,-0.189
4943,0.4404,0.0367,-0.0916,-0.2509,0.0198,0.3592,-0.0499,-0.0309,0.1033,0.3946,-0.0033,0.2564,0.1859,0.255,-0.4402,0.0897,0.1845,0.2807,0.1375,0.3505,0.0238,-0.4977,-0.149,0.0947,-0.4146,0.316,-0.0915,-0.1492,-0.1049,0.2844,-0.1772,0.2161,-0.8891,0.1728,0.1323,-0.038,-0.1023,0.4782,0.2454,0.6003,0.0161,-0.3773,0.0935,0.1414,0.238,0.01,0.0073,0.1589,-0.3684,0.2085
4944,-0.1344,-0.0573,0.0858,-0.035,0.0663,0.21,-0.0726,-0.1163,-0.0318,0.2631,-0.3371,0.1333,-0.142,0.1382,-0.3618,-0.0844,-0.0797,0.0348,-0.0506,0.136,-0.0834,-0.1543,-0.1077,0.1619,-0.1624,-0.1246,-0.3609,-0.129,0.0835,-0.2011,-0.3293,0.1796,-0.2702,-0.0629,-0.0326,-0.0084,-0.2521,0.0051,-0.0182,0.2811,-0.1399,-0.2252,-0.2344,0.1035,0.2195,-0.0087,0.0107,0.0222,-0.1876,-0.1363
4945,-0.1234,-0.1422,-0.0455,-0.0725,-0.0343,0.0705,-0.0278,-0.2481,-0.0403,0.2063,-0.4257,-0.002,-0.2751,0.0883,-0.3355,-0.2621,-0.2454,0.0656,-0.1902,0.0478,-0.3931,0.0365,-0.2163,0.0234,-0.1781,-0.272,-0.3985,-0.2123,0.0619,-0.4045,-0.3201,-0.118,-0.8257,-0.1036,-0.063,-0.0831,-0.357,0.0377,0.0444,0.2573,-0.1977,-0.2269,-0.184,0.0225,-0.0716,-0.0985,-0.1225,0.0663,-0.1953,-0.1299
4946,0.1376,-0.0283,0.0336,-0.2336,0.078,0.3386,-0.2289,-0.0268,0.2362,0.4304,-0.2424,0.4749,-0.0581,0.2022,-0.5528,0.022,-0.1151,0.2465,0.0943,0.3863,-0.1867,-0.5496,0.0395,0.177,-0.4047,-0.0349,-0.5018,-0.3676,0.1729,-0.1867,-0.6253,-0.0294,-0.7095,0.1431,0.1075,0.0732,-0.1278,0.3637,0.3008,0.2462,-0.0993,-0.4055,-0.1237,0.1663,0.1297,0.0048,0.2639,0.2527,-0.6785,0.0965
4947,-0.2714,-0.1276,-0.1404,-0.0768,0.0472,0.1158,-0.0762,-0.1517,-0.1561,0.0051,-0.4319,-0.0575,-0.257,0.0036,-0.1569,-0.2727,-0.1218,0.1112,0.0409,0.026,-0.1521,-0.1889,0.094,0.0155,-0.1256,-0.1378,-0.3524,-0.3103,0.0851,-0.155,-0.2617,-0.1426,-0.1434,-0.1822,-0.0875,-0.0759,-0.3475,-0.0508,0.1282,0.0324,-0.0949,-0.1375,-0.0821,0.105,-0.0119,-0.0965,-0.1324,-0.1404,-0.1328,-0.047
4948,0.0943,-0.0054,0.0244,-0.1114,-0.2569,0.2262,-0.049,0.0042,0.0561,0.2926,-0.1725,0.2043,0.0806,0.0876,-0.2983,0.0556,-0.0702,-0.014,0.126,0.2004,0.0465,0.0185,-0.2153,0.1621,-0.2754,0.2445,-0.0324,0.0593,0.0766,0.1125,-0.0042,0.1647,-0.3276,0.1065,-0.0512,-0.0389,-0.0862,0.0946,0.2671,0.5983,-0.0945,-0.0904,-0.0854,0.1217,0.2142,0.0408,-0.1676,0.1153,-0.1263,0.1067
4949,0.0182,-0.0226,0.0073,-0.077,0.0623,0.1448,0.1052,0.0775,-0.0312,0.1148,-0.1296,0.0464,-0.2006,0.0928,-0.1163,-0.1095,-0.0889,0.1552,-0.0573,-0.0114,-0.0868,-0.0075,-0.0207,-0.0181,-0.0134,-0.1179,-0.1295,-0.1371,0.1773,0.0227,-0.2597,-0.1179,-0.3816,-0.0531,-0.0853,0.0681,-0.3888,0.0747,0.1254,0.33,-0.0939,0.0071,-0.1531,0.087,0.1433,-0.0556,-0.2035,0.0601,-0.0561,0.0252
4950,0.0678,-0.0285,-0.0405,-0.1864,-0.1563,0.2231,-0.1626,-0.1789,0.0263,0.3001,-0.0157,0.3239,-0.0186,0.273,-0.3243,-0.054,0.0384,-0.0666,0.0706,0.2292,-0.0036,-0.1217,-0.1636,0.1833,-0.2839,-0.1107,-0.3942,-0.2856,0.2219,-0.1946,-0.5474,0.0235,-0.8911,0.0849,-0.1239,0.0379,-0.2065,0.2589,0.1896,0.3475,-0.1403,-0.2296,0.1293,0.0734,0.1702,-0.1339,0.1313,0.1035,-0.273,-0.0074
4951,-0.3769,-0.3389,-0.4104,-0.1289,0.1301,0.1479,-0.3889,-0.1771,0.1315,-0.1977,-0.5712,-0.0362,-0.5653,0.0365,-0.4356,-0.2782,-0.5084,-0.4195,-0.3715,-0.1541,-0.6912,-0.7314,-0.2565,-0.0016,-0.496,-0.5112,-0.5276,-0.9382,0.0917,-1.04,-1.078,-0.2839,-0.9026,-0.8282,0.067,-0.3108,-0.7506,-0.081,0.2699,-0.6559,-0.3653,-0.6463,-0.1552,-0.2711,-1.4231,-0.1887,-0.0614,-0.0692,-0.4545,-0.1189
4952,0.2546,-0.0874,0.0579,-0.1998,-0.2064,0.3414,-0.2094,0.1227,0.12,0.3154,-0.4035,0.2914,0.0607,0.3271,-0.44,-0.012,0.154,-0.0971,0.0568,0.4079,-0.0652,-0.217,-0.0236,0.1495,-0.1902,0.0414,0.08,-0.3746,0.1741,-0.1061,-0.3167,0.1121,-0.964,0.1313,-0.0006,0.1389,-0.1813,0.3003,0.2247,0.425,-0.0427,-0.2349,0.0203,0.2267,0.1612,0.0204,0.1425,0.1933,-0.3376,0.1581
4953,-0.0427,-0.0766,-0.0177,-0.0989,0.0842,0.1021,0.0384,-0.2078,-0.0761,0.0626,-0.4403,-0.0702,-0.1542,0.0572,-0.1959,-0.1184,-0.1239,0.1097,-0.1033,0.1477,-0.1108,-0.1077,-0.322,-0.009,-0.0937,-0.1151,-0.4288,-0.2025,0.1263,-0.0812,-0.2265,0.0199,-0.4865,-0.1321,0.0129,-0.0615,-0.3179,0.0698,0.0717,0.1945,-0.1959,-0.2456,-0.0009,0.0627,-0.0402,-0.1014,-0.1445,-0.002,-0.1117,-0.095
4954,0.2199,-0.0002,0.0839,-0.1158,-0.1302,0.1902,-0.2818,0.1561,-0.0103,0.111,-0.3648,0.1482,0.0313,0.2715,-0.311,-0.1227,0.0873,-0.371,0.0599,0.1375,-0.1981,-0.4368,-0.0123,0.1921,-0.3226,-0.2894,-0.2814,-0.1657,0.0308,0.0045,-0.6244,0.1628,0.0192,-0.013,0.0065,-0.0141,-0.2948,0.13,0.1948,0.0252,-0.033,-0.2526,-0.0948,0.0542,-0.1586,-0.0056,0.1331,0.1201,-0.1515,-0.006
4955,0.2488,0.0765,0.0301,-0.0252,-0.0218,0.0889,0.0267,0.3086,0.038,0.156,-0.0482,0.1037,0.0676,0.1466,-0.0742,0.1735,0.0933,0.0897,0.0885,0.0958,-0.0639,-0.3263,-0.0178,-0.0371,-0.1427,-0.1262,-0.2777,-0.1456,0.034,0.2713,-0.3235,0.006,0.6344,-0.0277,0.1672,0.1159,-0.3415,0.1206,0.1214,0.231,-0.0722,-0.272,-0.1923,0.0509,0.0937,0.142,-0.1886,0.0788,0.0692,-0.0405
4956,0.1863,-0.0584,0.0278,-0.1575,-0.1244,0.1982,-0.1111,0.1215,0.0382,0.1516,-0.1851,0.1026,-0.1056,0.2005,-0.2363,-0.1088,-0.009,0.1473,0.0052,0.0814,-0.1843,-0.1647,-0.1248,0.1814,-0.151,-0.2763,-0.0061,-0.3033,0.1075,-0.1117,-0.3069,-0.0606,0.1275,-0.0019,0.035,-0.0506,-0.3038,0.0784,0.0912,-0.0067,-0.0744,-0.1671,-0.1802,0.0283,-0.0379,0.003,-0.0077,0.0169,-0.1704,-0.1354
4957,0.094,-0.0197,0.0116,-0.0184,0.0025,0.0895,-0.0449,0.0654,-0.123,0.063,-0.2217,-0.0431,-0.0649,0.0569,-0.0539,-0.033,-0.0056,-0.0462,-0.0578,-0.0693,-0.1553,-0.1366,-0.1601,0.0515,-0.0917,-0.3533,-0.0503,-0.1884,0.1201,-0.0362,-0.421,0.0082,0.2692,-0.0954,0.068,0.046,-0.5931,-0.0389,0.057,0.0887,-0.0239,-0.2292,-0.2735,-0.0556,0.0229,0.0528,-0.2032,-0.0059,0.0977,-0.0441
4958,0.4398,0.008,0.0837,-0.1378,-0.1622,0.2538,-0.2398,0.403,0.2363,0.3361,-0.1264,0.2922,0.2317,0.3631,-0.1918,0.1732,0.3946,0.2346,0.2206,0.2446,0.1446,-0.3963,0.1736,0.2785,-0.1558,0.1328,0.0543,-0.2326,0.0458,0.1836,-0.2629,0.1891,0.2445,0.1795,0.0827,0.1762,-0.4025,0.2159,0.2387,0.0731,-0.0055,-0.2112,-0.0599,0.1551,0.2907,0.0166,0.0664,0.0952,-0.055,0.075
4959,0.0381,-0.6404,-0.0526,-0.2892,0.1144,0.1658,-0.3419,0.1615,0.1788,0.0436,-0.5548,0.1439,-0.3355,0.0396,-0.19,-0.2719,-0.1787,-0.3163,-0.0646,-0.0984,-0.5288,-0.4507,0.1807,0.1023,-0.2892,-0.1909,-0.7536,-0.1933,-0.0371,-0.5445,-0.7367,0.0995,-0.0301,-0.0138,0.2531,-0.1391,-0.4844,0.1698,0.1408,-0.3262,-0.1355,-0.1388,-0.132,-0.0278,-0.4005,-0.0174,0.1089,0.0145,-0.0406,-0.0846
4960,0.5234,0.0041,0.0063,-0.2218,0.1042,0.3146,-0.3725,0.1891,0.2242,0.3656,-0.0566,0.3713,0.2873,0.4898,-0.2236,-0.0076,0.0747,-0.2401,0.0959,0.3727,0.1704,-0.6683,-0.275,0.3234,-0.4335,0.0018,-0.3161,-0.3456,0.014,0.0744,-0.521,0.207,0.0665,0.2461,0.0201,0.1825,-0.1889,0.3507,0.3363,0.2245,0.092,-0.4302,-0.1326,0.1191,-0.0621,0.0593,0.2423,0.1076,-0.3583,0.0886
4961,0.1724,0.0018,-0.007,-0.0185,0.0521,0.0696,-0.0934,0.3065,0.0741,0.0663,-0.1866,0.0465,-0.0335,0.1365,-0.1029,-0.0197,0.0359,0.0141,-0.0046,-0.0107,-0.0863,-0.1545,0.1352,0.1279,-0.127,-0.1945,-0.0024,-0.1382,0.1183,0.1041,-0.1697,0.0181,0.6971,-0.1298,0.075,0.0149,-0.5789,-0.121,0.1133,0.1052,-0.0199,-0.1514,-0.2249,0.0509,0.0656,0.0451,-0.1647,0.0134,0.0743,-0.1286
4962,0.1807,-0.0369,-0.0652,0.0457,0.057,0.1454,-0.2127,0.002,0.1277,0.1299,-0.1581,0.0051,-0.0953,0.129,-0.0738,-0.0348,-0.0546,-0.0556,-0.1083,0.1212,-0.1822,-0.3327,-0.3057,0.0121,-0.1616,-0.2716,-0.3184,-0.3266,0.0962,0.0536,-0.4585,-0.1242,0.4056,0.0012,0.1105,0.0344,-0.3555,0.1176,0.138,0.1407,-0.0643,-0.2487,-0.2691,-0.0043,-0.0384,0.0377,-0.1166,0.0556,-0.0085,-0.1166
4963,0.3179,0.0222,0.0826,-0.2241,0.0021,0.2256,-0.2799,-0.0593,0.1196,0.2544,0.0069,0.229,0.0737,0.3249,-0.1483,0.0477,0.2031,-0.0306,0.1515,0.3254,-0.0644,-0.397,0.1915,0.253,-0.2385,-0.1479,-0.4669,-0.2792,0.0774,0.105,-0.593,0.2538,0.1553,0.2264,0.0844,-0.039,-0.3209,0.2384,0.1285,0.2991,0.0827,-0.3415,-0.124,0.2083,0.1854,0.1645,0.1265,0.0141,-0.32,-0.0238
4964,0.0705,-0.5351,-0.0023,-0.026,0.132,0.0881,-0.0576,0.0446,0.0473,-0.0237,-0.0465,0.0603,-0.1725,-0.0148,-0.3037,-0.1777,-0.2359,0.0243,-0.2438,-0.0688,-0.5298,-0.1864,-0.4287,-0.1308,-0.2807,-0.3132,-0.432,-0.5801,-0.0105,-0.2589,-0.7221,-0.1006,-0.0085,-0.2455,0.167,-0.0505,-0.5223,-0.1172,0.0215,-0.1464,-0.1282,-0.3954,-0.2899,-0.1743,-0.5546,-0.1634,-0.1316,-0.0475,-0.0808,-0.1346
4965,0.0394,-0.2434,-0.0765,-0.0907,0.1298,0.118,-0.4079,0.1241,0.2848,-0.0869,-0.4315,0.2188,-0.3544,0.0351,-0.1023,-0.1925,-0.3073,-0.4178,-0.1515,-0.1717,-0.1145,-0.387,0.1771,0.1285,-0.0245,-0.5875,-0.4479,-0.4065,0.2104,-0.347,-0.5849,0.0891,0.2831,-0.0588,0.295,0.0485,-0.3106,0.027,0.1323,-0.4495,-0.0478,-0.2827,-0.3804,0.3063,-0.3327,-0.0258,0.1488,-0.0581,-0.3056,-0.1205
4966,0.0483,-2.531,0.0581,-0.0728,0.097,0.1723,-0.1175,0.2738,0.098,0.1046,-0.3979,0.1797,-0.1024,0.0623,-0.0916,0.0202,0.1388,0.094,0.0974,0.1148,-0.0783,-0.258,-0.0653,0.1849,-0.0791,-0.1962,-0.2938,-0.3315,0.1498,0.0154,-0.4267,0.051,0.3681,-0.0041,0.0785,0.0026,-0.3686,0.1098,0.1573,0.0995,-0.0628,-0.2632,-0.2143,0.0228,-0.0849,0.0454,-0.2367,-0.0772,0.0005,-0.1259
4967,0.2857,-0.433,0.1218,-0.1818,-0.0662,0.2228,-0.1209,0.0882,0.2878,0.3703,0.234,0.469,0.2698,0.3651,-0.2764,0.1552,0.1733,0.0996,0.1425,0.4105,0.0237,-0.3649,-0.0642,0.1527,-0.2363,0.0602,-0.102,-0.258,0.2576,0.2178,-0.286,0.1808,0.4192,0.2615,0.113,0.0023,-0.0259,0.1805,0.0658,0.3817,0.1585,-0.4255,0.0725,0.1327,0.1774,0.096,0.1018,0.0289,-0.381,0.018
4968,0.1626,-0.0119,0.0454,-0.067,0.1063,0.1401,-0.1203,0.1913,0.1733,0.0997,-0.1684,0.0136,-0.0058,0.1826,-0.3429,-0.1593,0.1268,-0.2097,0.0109,0.0447,-0.3954,-0.1811,0.0151,0.1461,-0.3581,-0.2436,-0.8189,-0.296,-0.0652,-0.1754,-0.6187,-0.0093,-0.0857,0.0818,0.1113,-0.047,-0.3216,0.1255,0.1872,-0.1379,-0.0797,-0.4501,-0.3022,-0.0118,-0.1355,0.023,0.0323,-0.0642,-0.2918,-0.0132
4969,-0.057,-0.0286,0.0212,0.0652,-0.0937,-0.0079,-0.149,0.1191,0.0427,0.0613,-0.2271,-0.0247,-0.2063,0.1709,-0.1142,-0.1536,-0.0755,0.033,0.0082,-0.0696,-0.221,-0.0237,-0.087,0.1214,-0.0834,-0.2645,-0.5683,-0.2075,0.0252,-0.3042,-0.3161,-0.0026,0.3357,-0.0479,0.0759,0.0821,-0.2589,-0.0149,0.0047,-0.1199,-0.1336,-0.1505,-0.2523,-0.0104,-0.0461,0.0065,-0.1337,-0.0283,0.0993,-0.1028
4970,0.3116,-0.1254,0.1091,-0.2526,-0.1228,0.3179,-0.455,0.2424,0.3885,0.2478,-0.2005,0.442,-0.0136,0.4023,-0.3438,-0.2054,-0.0959,-0.0991,0.1802,0.4306,-0.4361,-0.475,-0.0393,0.3569,-0.3905,-0.1531,-0.5979,-0.2781,0.1162,-0.1772,-0.4987,0.4153,0.1821,0.1332,0.1594,-0.0161,-0.4482,0.3384,0.3602,-0.1996,-0.0792,-0.3277,-0.0007,0.3422,-0.2688,-0.0041,0.4535,0.0067,-0.5139,0.0629
4971,0.4853,0.0577,0.0384,-0.2419,0.1641,0.3516,-0.3017,0.3971,0.2467,0.3665,0.0421,0.4522,0.3962,0.3827,-0.3974,0.1483,0.3592,0.2028,0.2804,0.4434,0.2005,-0.3846,0.0249,0.2197,-0.359,0.2748,-0.0523,-0.0652,0.1473,0.447,-0.0273,0.249,0.4328,0.2429,0.1398,0.2022,0.0588,0.3024,0.2556,0.4864,-0.0922,-0.39,0.0558,0.1329,0.1545,0.0861,0.2164,0.0732,-0.4903,0.0305
4972,0.1987,-0.0458,0.0071,0.0185,0.0258,0.111,-0.1948,0.3308,0.172,0.172,-0.1475,0.0344,-0.0347,0.1373,-0.1187,-0.003,0.0087,0.0028,-0.0488,0.0908,-0.1614,-0.1998,0.1361,0.0502,-0.042,-0.2088,-0.1584,-0.2117,0.1663,-0.0007,-0.3561,-0.0074,0.4084,0.066,0.0512,0.085,-0.2859,0.1238,0.14,0.1117,-0.0767,-0.2838,-0.1672,0.065,0.0573,0.0455,-0.0901,0.0484,-0.0385,-0.0278
4973,0.1208,-0.0543,-0.0188,0.0366,-0.008,0.0849,-0.0301,0.3471,0.0827,0.1054,-0.156,0.0351,-0.0844,0.1023,-0.0772,-0.022,0.0629,-0.0914,-0.0356,-0.0215,-0.0713,-0.0662,-0.0271,0.0408,-0.07,-0.1361,-0.4776,-0.2762,0.0246,-0.1683,-0.2596,-0.0413,0.5139,-0.0821,0.1599,-0.0477,-0.1205,0.0173,0.0672,0.0129,-0.0369,-0.2287,-0.2471,0.0391,-0.295,0.1259,-0.1724,0.0172,-0.0359,-0.0266
4974,0.7696,0.0171,-0.1558,-0.2427,-0.4256,0.4569,-0.4626,0.4139,0.5374,0.5774,0.3023,0.5373,0.5816,0.5347,-0.6918,0.3685,0.4657,0.1631,0.4945,0.5792,0.2921,-0.5586,-0.3942,0.2735,-0.5012,0.6657,0.1677,0.0113,0.1932,0.5952,-0.133,0.271,0.4175,0.3162,0.2398,0.1742,0.2366,0.6293,0.3745,0.5542,0.2012,-0.4582,0.2515,0.165,0.3068,0.2461,0.3269,0.1866,-0.2151,0.3442
